Pernera Beach-Protaras,2018-02-03 12:59:53.007,"At Pernera Beach tranquillity and relaxation are top priority: playing ball games or loud music on the beach is not allowed. ",4.6,8.2,7,2.5,2.8,9,5,7,8.3,1,0,0,1,8.4,0,9.5
Puerto Colon beach,2018-02-03 13:15:42.033,"This beach is surrounded by bunkers, and for the most part is free of waves. The water is very calm, clear and crystal clear. The perfect beach for children. The right side of the beach is full of stones and sea urchins. A safe beach, ideal for swimming, snorkeling and water entertainment.",5.1,6.6,7.5,2.7,2.6,9.7,6.5,8.8,8,2.3,0,2.8,0,9.7,0,9.8
Ayia Thekla Beach-Ayia Napa,2018-02-03 13:28:33.967,"There are not many people. Sand is good. Very finely. But you can not enter the water anywhere, about 60% of the entrance is some kind of natural stone slab, slippery and sometimes sharp.",4.3,8.2,7.5,3.3,5,7.7,5,7.5,6,1,0,1,3,4,0,6
Green Bay Beach-Protaras,2018-02-03 13:48:00.857,"Good lttle beach, clear waters, great for snorkeling and water sports. ",5.2,7.7,7.8,5,5.5,8.3,6.5,8.7,7.5,3,0,3,1.5,5,0,8.8
Vathia Gonia Beach,2018-02-03 14:08:10.013,"This is a lovely safe beach. Not too busy, nice sand, good swimming. The bottom is slightly stony. Algae on the bottom and swim around (unpleasant). And they throw them ashore and they rot, clean them once a week. In algae a large amount of small debris gets stuck. It is visible not to the armed eye; Packages from cigarettes and other debris that can be found right in the water. One footpath leads to nissi beach about a 20 min walk. Another footpath leads towards ayia napa itself a 30 min walk. This sheltered cove is safe and ideal for snorkelling and rock pooling .",4.6,7.8,5.7,4,3.2,10,5.5,5,6,1,0,1,1,9.2,0,10
Playa Camison,2018-02-03 14:16:05.253,"Lovely sandy beach. Immediately to the larger Playa de las Vista, this beach is well protected by ocean waves from two breakwaters. This makes it very suitable for children, as there are virtually no waves. Playa del Camison is a great place for a family holiday with children. Smaller than other beaches we visited in Tenerife, the sand is perfect, soft and clean. and constantly having people. It can be said that the beach is visited by many different nationalities. There are stones in the water on the left side of the beach, so swim to the right. There are toilets on the beach.",4.6,7,8.5,3,5,10,2,5,5,2,0,2,0,10,0,10
Glyki Nero Besh-Ayia Napa,2018-02-03 14:22:44.530,"The beach is small, but clean and very beautiful turquoise water, the people are not very much. The sea bottom is very safe, no sharp rocks and shells are present.  There are lots of medium sized black fishes at the closest reef, they are curious and swim up to salute you.",5.2,7.9,7.4,3.7,3.3,9.7,5.3,7.4,8.7,2.2,0,2,1.6,9.5,0,10
Pantachou Beach-Ayia Napa,2018-02-03 14:42:02.967,"The beach itself is amazing looking with blue clean water, hot white sand beautiful view of harbor and far enough from roads and traffic.Even possibility of snorkeling or paragliding. This place would be perfect but its well known and expect hundreds of people everywhere.",5.1,8.7,7.8,3.8,1.7,10,5,7.5,9.3,1.5,0,1,1,8.9,0,10
Playa de El Bobo,2018-02-03 15:00:24.390,"(Playa del Bobo) The beach is not big, there are stones somewhere, especially at low tide. It is covered with black, clean sand, which is hot quickly from the sun.  Light slope to the sea. The buoys keep the waves and can swim and snorkel safely.  If you swim near the rocks to the right with a few slices of bread and if you have the patience, the fish will take it from your hands.",4.5,7.1,7.6,3.6,3,8.9,5.1,7.6,2.6,2.2,0,3.5,0,8,0,8.6
Coral Bay Beach,2018-02-03 18:12:24.910,"Beautiful beach with soft sand, gentle waves, and the  sea doesn't go too deep to quickly.  Unfortunately there were loads of cigarette butts littered everywhere and the toilet and shower facilities were poor.",4.6,7,5,4.4,3,9.3,5,5.5,8.4,1.3,0,1,2.5,7,0,9.7
Finikoudes Beach,2018-02-03 18:44:47.343,"The beach is especially suitable for families with small children. It slopes gently down into the water, so it's perfect for paddling and building sand castles.",4.7,6.5,8.2,3,2,10,4.5,7.5,8.6,1,0,0.5,1,8.1,0,10
Mackenzie Beach,2018-02-03 19:15:09.147,"The shore is a sand, the sea is shallow, there are not many people. To relax with children just super.",4.5,7,6.5,2.5,3,8.1,4.6,7.3,8.8,1,0,0,1,8,0,9.1
Ligaria Beach,2018-02-03 20:12:47.523,Nice quiet waters (no waves on a windy day) - not too crowded on a week day. Sandy beach but large flat stones on the waterfront. The west side of the beach will be in the shadows of the buildings after 16 O'clock.,4.5,5.4,6.4,4.5,5,8.5,6,8.1,2,2.5,0,2.3,5.7,3.7,0,7.8
Elafonissi Beach,2018-02-03 20:36:05.823,"Very exotic scenery, family friendly too since it has shallow waters for the kids to swim in. It's a ""must see"" in Crete!!! Pink sand, very clear water. ",5.1,9.1,9,9.8,5,0.5,7.5,9.2,9.8,1.7,0,1,4.5,9.7,0,0
Iguana Beach,2018-02-03 21:02:29.770,"lovely views, soft sand, clean water",5.5,8.2,8.1,6,4,9.5,6.5,8.5,8.5,1.3,0,1,3.7,8.1,0,9.7
Glaros Beach,2018-02-03 21:23:59.223,Nice beach with good sand.,5.4,8.1,7.8,4,3.3,9.8,7,8,8.8,1.3,0,1.2,3,8.2,0,9.8
Mamaia Beach,2018-02-03 23:54:08.870,NULL,3.2,3.6,3.4,3.7,2.2,6.2,NULL,3.3,NULL,NULL,0,0,0,8.9,0,7.3
Chrissi Akti Public Beach,2018-02-04 09:47:53.420,"Small beach, clear water, there is a small bar and a close big parking. Not spectacular, but very close to Chania ",4.9,6.8,7.2,3.7,2.5,9.1,5,7.8,9.2,1,0,0,3.5,8,0,9.5
Kladissos Beach,2018-02-04 10:00:25.640,"Very nice beach. And few people The sand is mixed with pretty stones. The entrance to the water is quite rocky. ",4.4,5,6.2,3.8,5,9.6,4,7.5,3,1,0,0,3,8.8,0,9.8
Nea Chora Beach,2018-02-04 10:19:14.857,Typical city beach. Pretty crowded. The sand is not good.,4.1,4.2,6.5,1.8,1,9.8,4,7.5,5,1,0,0,3.1,8.5,0,9.8
Lalaria Beach,2018-02-04 13:46:46.187,"A spectacularly beautiful place on the north coast of Skiathos. A stunning arch over the sea, clean turquoise waters. You can reach here only by boat or kayak. In autumn the sea is full of large fish or dolphins.",5.3,2.1,9,9,8.5,0,8.5,8.1,5,7.6,5,9,8.1,0,0,0
Stalos Beach,2018-02-04 15:53:37.843,"Typical city beach. Quite crowded in the peak tourist season. Sand is an average beauty. The beach is very well organized and provides any required touristic services. ",4.6,7,6.7,2,5,9.4,4,6.7,6.5,1,0,0,2.5,9,0,9.6
Platanias Beach,2018-02-04 16:38:06.553,This beach has sort of a steep sand entry and a lot of dark sand so it gets hot really really hot. Keep east and near the rock wall and you can see lots of fish in the narrow rock valleys.  It is quite deep near the shore. Not very suitable for young children.  51/5000 Chesto e mnogolyudno. Chesto e vetrovito i ima vŭlni. Often it is crowded. It is often windy and has waves.,4.6,6.8,7.2,2.2,1.7,9.8,5,7.7,7.9,1,0,0,1.5,8.7,0,9.7
Maleme Beach,2018-02-04 16:52:45.797,"Not a Sandy Beach, but rather more pebbled.",3.1,0.8,6.2,2.4,6,7.8,4,7,0.5,1,0,1,1,0.5,0,7.8
Papaniana Beach,2018-02-04 17:36:28.030,Rocky beach. It is often windy and has waves.,2.7,0,4.5,1.5,8.7,3.3,4,7.5,0.5,1.5,0,1,1,3,0,4
Balos Beach,2018-02-04 19:33:30.127,"If you are searching for a place which seems out of this world, an oasis of land, water and cliffs, than look no further. if heaven exists..it must be it! No comments, no worlds, no references can describe Balos Beach. Surprisingly beautiful place, snow-white sand and sea of all shades of blue. ",4.7,9.2,8.5,10,5,0,7.5,9.3,9.7,1.5,0,1.5,0,8.8,0,0
Falassarna,2018-02-04 21:00:47.993,Wide beach area. Gold sand. Turquoise water. Sandy seabed. Suitable for young children.,5.2,8.5,8.3,6.7,5,6.3,7,9,9,1.5,0,1.5,2.5,8,0,5
Kleopatra Beach,2018-02-04 21:58:13.193,"Long and wide beach. Sand imported from Egypt. Romantic? That's it. Until the beginning of the storm. Waves wash the top layer of sand and very unpleasant stripping rocks. Go into the water will not be so enjoyable and safe. So be careful. The sea is deep. Entrance to the sea is different, sand and small stones. Major debris is cleaned every day. Fine (cigarette butts, corks, etc. in the sand) rubbish is found everywhere.",4.3,8.1,6.8,2.7,0,10,1.5,6.4,7.7,1,0,0,1,9.3,0,9.8
Alanya Beach,2018-02-04 22:25:38.497,Typical city beach. Nothing impressive. Crowded.,3.7,7.3,5.9,0.5,0,10,1.1,4.3,5,0.6,0,0,1.1,9.3,0,10
Lara Beach,2018-02-04 23:11:32.717,"In the Lara region, about a dozen (at least) a variety of beaches, from well-maintained to quite wild. In different areas, maintaining cleanliness is different. ",4.6,7.3,7,4,1.4,10,1.7,8.1,8.8,0.6,0,0,1.2,9.4,0,10
Konyaalti Beach,2018-02-04 23:54:02.777,Have a good time at the beach. The sand has a large percentage of small pebbles. The beach has a nice city park.,4.2,5,7.7,3.3,3.7,10,2,7.5,2,1,0,0,1,9.1,0,10
Belek Beach,2018-02-05 00:13:52.967,NULL,5.1,8,8.7,3.3,5,10,2,8.6,8,1.3,0,0,1.3,10,0,9.8
Pasha Beach,2018-02-05 00:33:10.503,The beach is nothing special. Fairly nice sand. Smooth slope in the water.,4.2,7.3,6.3,3.4,3.7,8.9,2,8.4,7.3,1.7,0,1.5,1,4,0,7.7
Playa de La Enramada,2018-02-05 07:33:32.060,"Playa de la Enramada is a beach with true black sand, about 400-450 meters long. It is generally very rocky, but the place is not overcrowded and offers tranquility. A nice place to swim when the sea is calm.",4.2,3.5,5,3.5,9,8.5,5,8.1,1.1,2.1,0,0,0,8.2,0,8.6
Playa El Varadero,2018-02-05 07:52:21.363,"This is a semi-urban beach. It has a length of 40 m and an average width of 8 m. Visibility is low. Beach type is with black sand and stone fragments.   Swimming conditions are in moderate waves. Access to the beach is easy on foot, with disabled access.",3.8,4.5,5.1,1.3,2.5,8.5,5,5.1,2.5,2.3,0,2.4,0,8.8,0,8.6
Playa De Diego Hernandez,2018-02-05 08:18:01.873,"Wild and beautiful beach! Hip-hop atmosphere. Look for good shoes to get there. Wild beach without infrastructure.High downhill - slippers can be a bad idea! This is one of the few beaches without buildings in the area. When there is a high tide, the beach is divided into two small ones, but when there is a  low tide, the beach becomes big and impressive.Nudist beach",3.7,7.1,7.1,9.1,8,0,5.1,7.9,1.6,2.5,0,0,0,7.2,0,0
Playa De La Caleta,2018-02-05 08:50:03.160,Beach without infrastructure. For lovers of rock beaches. A nice walk along the seashore.,3.9,0,5,4.1,7,7.6,5,7.9,0,2.7,0,2.4,0,7.9,0,8.5
Kemer Beach,2018-02-05 09:18:29.797,"Pebbles beach. Crowded. Nice promenade. Those who like to walk along the beach will find this not very easy because of the stony surface. ",3.9,2.8,7.5,2.1,1,10,1.8,7,1.5,1.8,0,1.8,1.4,9.4,0,10
Tekirova Beach,2018-02-05 09:37:52.553,Crowded beach. The sand is mixed with small pebble beaches.,4.6,5.6,8.7,4.2,4,9.2,3,8.7,2,2,0,1.7,2.5,8.8,0,9.2
Camyuva Beach,2018-02-05 09:55:09.987,"You will not find a typical sandy beach when you spend your holidays at Camyuva Beach, as its surface consists mainly of light-coloured stones and colourful pebbles and the sea is especially clear here.",4.5,3.5,8.2,3.6,5,9.5,2.5,8.5,3.2,1.5,0,1,1,9.5,0,9.9
Moonlight Beach,2018-02-05 10:18:57.140,Crowded beach. The sand is mixed with small pebble beaches. In the bay there are seldom waves.,4.8,5.5,8.6,5,2.8,10,3,8,6.5,1.5,0,1,2.5,8,0,10
Mantabuan Island,2018-02-05 12:20:12.717,NULL,6.9,9.5,9.8,9.4,9.8,1.5,10,10,9.7,9.3,8.8,9,0,6,0.6,0.5
Kaputas Beach,2018-02-05 16:23:31.800,Kaputas Beach is one of the most beautiful beaches in Turkey. The clear water is perfect for snorkelling. In the summer months the beach gets very full with tourists and it is therefore best to make an early start to your day at the beach.,4.3,8.5,8.2,6.8,5,2.3,6.5,9.6,8.8,2.5,0,2.5,0.5,3.5,0,0
Ulas Beach,2018-02-05 16:37:15.250,The shore is in many places with large stone slabs. The slope of the seabed is large. Close to the shore is deep.,3.4,6.7,5.2,3.9,5,4,5,8.1,4.1,1.2,0,1.2,2.8,3.8,0,0
Faliraki Beach,2018-02-05 17:46:18.203,NULL,5.2,8.1,7.1,4,1.5,10,5.5,8.1,9,2,0,1.2,2,9,0,10
Anthony Quinn Bay Beach,2018-02-05 18:16:30.060,"Nice beach for swimmingq snorkeling and relaxing. ",4.1,5,7.2,8.1,3,2,7,8.8,0.8,3.5,0,4.5,4,7.5,0,0
Anthony Quinn Bay Beach,2018-02-05 18:20:05.223,Wonderful place. Incredible view from the rocks above the beach.,4.7,5,8.4,7.7,3.8,4,7.2,8.8,1.5,3.1,0,4.4,6,8,0,2
Ladiko Beach,2018-02-05 18:35:19.363,NULL,5,6.4,7.8,7.5,1.2,4.2,7,8.5,6.5,3.3,0,4,7.5,7,0,4
Traganou Beach,2018-02-05 18:58:57.313,"Huge pebbles beach, clean water, breathtaking views ... A bunch of tiny pebbles beautifully surrounds your feet It's also fast deep into the water. For non-swimmers and children who want to build sand castles, I would not recommend it. Interesting caves in the northern part.",4.2,3,8.4,5.7,7,5,7,8.8,3,2,0,3,2,6,0,2.5
Lindos Beach,2018-02-05 19:21:17.337,"Добър пясъчен плаж. Плуването тук е забавно, тъй като кристално чистата вода се спуска леко в морето, а мекият пясък на залива е много удобен за разходка.",5.2,8.1,7.5,4,1,9.5,6.5,8.1,8.6,1,0,1,5,8.2,0,9.5
Kolymbia Beach,2018-02-05 19:50:14.287," Most of the beach consists of beige sand, but the central area is predominately pebbles. ",4.1,4,5,3.5,5,8.3,5.4,8.1,2.8,1.5,0,0.5,1,8.2,0,8
Tsampika Beach,2018-02-05 20:23:45.293,NULL,4.6,8.5,7.3,5,6.5,2.5,7,8.8,9,1.5,0,1.5,3,9,0,0
Stegna Beach,2018-02-05 20:45:43.687,"Lovely beach with mixture of mostly coarse sand and small pebbles some rock formations off shore make snorkelling off beach a bit more interesting . The promenade is a little dated. ",5.3,7.2,7.5,4.6,2,8,6.5,8,7.5,1.8,0,2.3,7.3,8.3,0,8.5
Glystra Beach,2018-02-05 21:45:56.817,"Sandy sheltered bay totally safe for swimming and snorkelling. ",4.4,7,7.5,4,2.5,7,6,8,8.5,1,0,1,2,5,0,7
Lardos Beach,2018-02-05 21:59:23.480,NULL,4.6,6.5,7.5,3,3,8,6.5,8.5,7,1,0,1,1,8.5,0,8
Alvor Beach -West,2018-02-05 22:29:43.040,Прекрасен плаж. Супер пясък. Идеален за дълги разходки.,5.7,9.3,8.8,4.5,8.5,9,4,9,9.8,1,0,0,1,10,0,10
Barranco das Canas,2018-02-05 23:06:04.280,"Nice beach, specially when it s not full of tourists.  Very nice views, and very enjoyable to swim.",6.5,8.9,8.5,8,6,10,5,8.5,9.5,2,0,2.5,8.8,9.5,0,10
Prainha Beach,2018-02-05 23:30:05.577,Very beautiful and cozy beach. One of the best in area.,6.5,9.1,8.4,10,4,10,4,8.5,8.6,2.8,0,2.8,9.8,10,0,10
Three Castles Beach,2018-02-05 23:45:52.070,"A little piece of heaven. Majestic scenery, wide open spaces, broad beaches mixed with secluded little coves. Something for everyone.",5.9,8.8,8.2,7.4,5,10,2.5,8,9.5,1.3,0,1.3,7.5,8.5,0,10
Meia Praia,2018-02-06 16:58:20.427,"Large sandy beach. Wonderful for long walks.  ",5.5,8.5,8.5,3.4,5,10,1.5,8,10,1,0,0,6,10,0,10
Camilo Beach,2018-02-06 17:17:39.437,Amazing picturesque little beach with some amazing rock formations. During the active tourist season it is overcrowded.,5.5,9,7.5,8.5,1,10,2.5,8.5,9.8,1.5,0,3.5,9,2,0,10
Praia Dona Ana,2018-02-06 17:28:02.803,"This easily accessible beach has clean sand & beaut clear water and the fabulous rock formations that give the area it's own identity ! At low tide you can wander around & through them but the best way to enjoy would be by kayak. The breathtaking scenery of bizarre boulders and rock formations continues underwater and is perfect for exploring a colourful and diverse underwater world.  Snorkellers will find plenty to appreciate here. ",5.8,7.8,8.4,8.3,2,10,3.5,8.5,9.8,2,0,3.5,8.5,4,0,10
Praia do Canavial,2018-02-06 17:46:11.810,"Remote and quiet beach with breathtaking views! however you should make an effort to get there. This beach doesn't offer stairs down to the beach so you have to climb down, but it's so worth it. The beach is preserved incredibly well and the water is lush! Not very crowded.",5.7,8,7.7,7.5,6,10,2.5,8.8,7.5,1.5,0,2.5,7.8,5,0,10
Porto de Mos Beach,2018-02-06 18:27:47.643,"Beautiful golden beach in every direction, take a walk and find a shady spot near a cliff .",5.9,8.7,8.5,6.5,5,10,2,9,9.8,1.5,0,0,7,10,0,10
Playa de los Pocillos,2018-02-06 19:06:01.870,"Long clean beach.  Good for long walks. ",5.1,7,8.7,3,5,10,3.5,8.7,9,2,0,0,0,9,0,10
Playa Grande-Puerto del Carmen,2018-02-06 19:22:20.433,"Lovely big beach - quiet clean (found a few pieces of trash). ",5.4,7.7,9.2,3.5,5,10,4.5,9,9.5,2,0,1,1,9,0,10
Playa Dorada,2018-02-06 19:43:50.767,This beach is man made tho doesnt look it.  Lovely blond sand and a number of sunbeds and parasols for rental. Man made wave breaks in the sea orotect rhis beach area from any rougher waves that crash into the rocks along this shoreline.,5.4,8.4,9,4,3.5,10,4,9,9.5,1,0,1,1,10,0,10
Papagayo Beach,2018-02-06 20:25:11.957,"Playa de Papagayo is the most beautiful of the six Papagayo beaches which all got their names from this beach. It has a golden-yellow, sandy area with plenty of room, especially at low tide and is surrounded by high cliffs. Sheltered from the wind. On a blowy day it is easy enough to find a spot out of the wind. The sea is calmer here.  69/5000 Plazha e na peshekhodno razstoyanie ot Blanka, kŭdeto mozhe da ot·sednete. Може би имахте предвид: Плажа е на пешеходно разстояние от Банка, където може да отседнете. The beach is within walking distance of  Playa Blanca, where you can stay. That's why I've given high estimates of infrastructure and long stays.",5.6,8.7,9,8,5,8.5,5,9.5,8.5,2.5,0,2.5,0,8,0,8.5
Playa Majeres,2018-02-06 20:58:21.673,"Playa Mujeres. Beach with a large, golden-yellow sandy area with clear water and a fascinating landscape.  It is surrounded by dunes which you can virtually disappear in and where you can enjoy complete privacy. On both sides of the beach there are towering rock cliffs from where you have a fantastic view. On the right-hand side is also a hiking trail which connects Playa del Afre with the Papagayo beaches.",5.6,8.4,9,7.5,7,9,4,9.5,9,2,0,0,0,10,0,9
Golden Bay Beach,2018-02-06 22:33:17.753,"Clean and spectacular beach. The sand is very soft. Swimming in certain days is like in a pool. Good for families with children. ",4.8,8.5,8.2,5,1.5,6.5,5,8,8.5,2,0,1,3,8,1,6
South Beach,2018-02-06 22:13:59.703,"Wonderful place, Clean beach and good restaurants around it. There is a paid part with umbrellas and free for those wishing to stretch their own umbrella. ",4.8,7.6,8,4,3,9,2,8,8,2.1,0,0,1.6,8.5,0,9.5
Ramla Bay Beach,2018-02-06 22:49:46.160,Beautiful beach with fine red sand...but stony in places. You might need jelly shoes to enjoy bathing here. Very easy to get to by bus.,4.6,7.8,7.3,5,3.5,7,5,8,7.5,1.5,0,1,0,8.5,0,7
Central Beach Pomorie,2018-02-06 22:59:50.477,"Relatively clean beach, clean water. The sand is nice, not very deep, there are lifeguards. Only sometimes there are many algae. There are shells. It is fairly easy to enter the sea, smoothly going deeper, which is very important when you are with children. A lively, not very large free beach area. This beach is more open than everyone else, and winds here meet. It is not very suitable for a visit when the weather is too volatile and windy.",3.4,7.5,5,2.1,1,8.6,1.6,3.6,5,1,0,0,0,7,0,8.6
Pomorie Beach,2018-02-07 17:14:30.560,"Flat beach, good flat sea bottom, only sand. The beach is not very clean. However, the water is clean. Paid umbrellas and sun loungers and a small free beach area are available. Depending on the weather and the status of the sea, you can have fun there.",3.8,7.6,3.6,2,0.5,7.8,1.1,5.4,9.1,1.5,0,0,3.1,7,0,9
Pomorie East Beach,2018-02-07 17:45:19.570,Pomorie - East Beach has a blue flag. Long beach with nice golden yellow sand.,3.9,9.1,8,1,1.1,9.1,1.5,1.6,8,1.6,0,0,0,8.7,0,9
Cala Mitjana Beach,2018-02-07 19:48:18.803,Lovely beach. During the tourist season it may be crowded. Good sand. Pure sea water. Good snorkeling. Good score for infrastructure because of its proximity to Cala Galdana.,6,9,7.5,8,4,7,7,8.8,9,2.5,0,4.5,6,10,0,7
Cala Galdana Beach,2018-02-07 20:07:07.220,"Beautiful beach. Clear water, clean beach. ",5.7,9,8.3,6,1.5,8.5,6,8.5,9,1,0,3,7,9,0,8
Son Saura Beaches,2018-02-07 20:25:58.490,"White, cool sand with clear water where you can walk the first 20-30 meters with water to your hip. A beach that seems like it has been dragged out of a brochure from the Maldives, except for when it has seaweed that has drifted ashore. Then there might be a small belt of seaweed in front of the water as well as a very distinctive smell when you arrive at the beach. A small tip for first time visitors; when you walk from the parking, don't stop at the first brach with entrance at the small forest of trees where you can hear the crickets. Continue walking until you get to a small watchtower and then some until you reach the beach. T",4.5,8.5,7.5,7,3,1,6,8,9,1,0,1.5,5,10,0,0
South Beach Nesebar,2018-02-07 20:52:06.853,"Really beautiful beach with fine golden sand. Pure sea water with blue-green color. The water is calm, warm and shallow. The beach is very popular. Part of the beach is covered by paid umbrellas and sun loungers, but it is so large that there is a place for everyone who wants to.",4.8,8.2,7.1,8.6,1.2,8.6,1.6,6.1,8.5,2,0,0,1.5,9,0,9
Peneco Beach,2018-02-07 21:11:25.780,Big clean beach. Access via elevator at one end or a pedestrian tunnel the other. Sand is a little course but comfortable enough to walk on bear footed. Water  is clean,4.6,8.5,8,2.5,1.5,10,2.5,7,9,1,0,0,1,8,0,10
Alemaes Beach,2018-02-07 21:36:45.110,Spacious beach. Pretty big sand. Flat entrance to the sea.,4.7,8,8.3,4.5,3,10,2.5,7,8.5,1,0,0,0,8,0,10
Sunny Beach-North,2018-02-07 21:49:54.547,Crowded beach. Fine golden sand. Sandy seabed. Suitable for children.,4.7,9,7.6,3.5,0.4,10,1.6,7.1,10,0.6,0,0,1.1,9,0,10
Falesia Beach,2018-02-07 21:58:32.477,Spacious beach. Pretty big sand. Flat entrance to the sea.,5.5,8.2,8.5,7.1,6.5,10,2.5,9,9,1.6,0,0,1,9.3,0,10
Sunny Beach-South,2018-02-07 22:00:45.633,Crowded beach. Fine golden sand. Sandy seabed. Suitable for children. Well maintained cleanliness. Behind the beach there are nice sand dunes.,4.7,8.7,7.2,3.5,1.1,10,1.6,7.1,9,1.6,0,0,1,10,0,10
Santa Eulalia Beach,2018-02-07 22:35:25.550,Spacious beach. Pretty big sand. Flat entrance to the sea.,5.4,8.6,8,6,3,10,2.5,8.5,9.3,1.5,0,0,5,9.1,0,10
Quarteira Beach,2018-02-08 09:40:55.707,Typical city beach. Nothing special. Good sand. Sandy seabed.,4.7,8.3,8,1.5,2,10,2,7.5,9.5,1,0,0,1,9,0,10
Manta Rota Beach,2018-02-08 09:48:51.443,"Beautiful clean beach. Great for walking, swimming and relaxing. Sweet little town with a few shops and restaurants.",5.1,8.3,8,4.3,3,10,2,8.5,9.7,1.5,0,0,1,10,0,10
Monte Gordo Beach,2018-02-08 09:59:24.613,Wide flat beach. Good sand. Sandy seabed. Suitable for families with children.,5.6,8.5,8.3,4,3.5,10,2,8.5,9.7,1.5,0,0,1,10,7,10
Tavira Island Beach,2018-02-08 10:50:34.510,"The Island is 11Km long and varies between 1Km and 150m width. It’s considered to be one of the best beaches in the Algarve Region, and it includes areas where naturism can be practised without problems. The Island belongs to the Ria Formosa Natural Reserve, which is popular it’s birds and flamingos.",6.1,9,8.5,7,6,8,2,8.5,9.8,2,0,0,4,10,9,8
Barril Beach,2018-02-08 11:01:59.300,"Barril beach (Barrel) is one of the beaches in Tavira Island to the West of Santa Luzia, near the touristic Villas and Guest Houses of Pedras d’El-Rei and within a few kilometres from Tavira. Barril beach is one of the calmest beaches in the Algarve’s South coast, even escaping from the high season floods that unfortunately are common to other beaches of the region. Its waters are calm and warm during Spring and Summer.",5.3,9.1,8.5,5,6,8,2,9,10,1.5,0,0,2,10,0,8
Verde Beach,2018-02-08 11:21:28.900,Very nice beach. Wonderful sand. Nice sand dunes.,5.3,9.1,8.7,5,5,9,2.5,9,9.7,1.5,0,0,2,10,0,8.5
Gale Beach-West,2018-02-08 11:41:05.667,"Very nice beach. Long sandy stretch. Wonderful sand.  There are no cliffs it has many point of easy access by road. ",5.3,8.7,8.5,5,4,10,2,8.5,9.5,1.5,0,0,2,10,0,10
Salema Beach,2018-02-08 12:08:26.747,Nice beach and sand. Calm little town. Salema Eco Camp-green campsite within walking distance of the beach and in the naturist-friendly zone.,5.3,8.2,8.5,3.3,4.2,8.7,2,8.5,9,2,0,0,4,9,2.5,9
Sao Rafael Beach,2018-02-08 12:51:38.487,Natural beauty. Not only it is a stunning beach but it is also a great place for hiking.,6.1,8.8,8.5,7.8,4,10,2.5,9,8.5,2,0,2.5,8,10,0,10
La Pelosa Beach,2018-02-08 14:42:04.107,"La Pelosa Beach is characterized by the transparency of its waters and the whiteness of its sand, which makes it look like a tropic sea. Pretty overcrowded beach during the tourist season.",5.3,8.5,8,5.5,2,9,6,8.8,9.3,2.5,0,0.5,5,5,0,9
Rena Majore Beach,2018-02-08 14:58:04.893,"Pristine cove in the area of Sassari, not easy to reach and, for this reason, far from mass tourism. It offers a beautiful landscape, wild nature and interesting seabeds, ideal for snorkelling.",4.5,8,7,7.5,7,0,7,9,4,3.5,0,5,1,7.5,0.5,0
Mugoni Beach,2018-02-08 15:13:04.663,"Emerald green waters and white sand, surrounded by pine trees. Very busy, it is generally protected from currents and winds.",5.3,8,8,6.5,3.1,7,5,7.8,8.8,2.5,0,2.5,7,8,0,6
Le Bombarde Beach,2018-02-08 15:25:22.960,"Le Bombarde beach is one of the most popular beaches of Alghero. Less than 1 km long and about ten meters wide, clear water and fine white sand. ",5.7,8.8,8.3,5.5,3.5,7,7,8.5,9.6,2.5,0,1.5,8.3,9,0,6.5
Lido di Alghero,2018-02-08 15:46:09.027,Typical city beach.,5.4,7.6,7,3.3,3.5,10,4.5,6,9,2,0,1.5,2.5,8,6,10
Central Beach Sveti Vlas,2018-02-08 15:45:38.697,The sand is golden and fine. Clean beach and seawater. The sea at the beginning is shallow and is good for children.,4.7,8.6,9.1,5,1.1,9.1,2,8.1,7.1,1.8,0,0,0,8.9,0,10
Cala Corsara Beach,2018-02-08 15:58:44.537,"Cala Corsara, located south of Spargi Island and reachable only by sea, is definetely one of the most spectacular in the Maddalena Archipelago. ",5.8,9.1,8,9.8,6.5,0,8,9.4,10,3.5,0,5,9,8,0,0
Capo Testa Beach,2018-02-08 16:16:46.283,"White sand beach and crystal clear water, surrounded by spectacular cliffs, shaped by the wind and the sea.",6.1,8.8,8.7,7.5,5,7,6.5,9.3,8.5,3,0,3,8.5,9,0,6.5
Sveti Vlas-New Beach-West,2018-02-08 16:23:49.003,Unique beach with fine golden sand and clean beach. The seawater is clean. Not too crowded in mid-June.,4.9,8.5,8.6,3.7,2.1,8.9,1.9,7.8,9,1,0,1,1.9,9.1,0,10
Cala Brandinchi Beach,2018-02-08 16:39:33.707,"Beautiful beach, fine sand and clear water. In August he was crowded with people.",6,8.4,7.5,8.3,0.3,8,7,9,9.5,1.8,0,2.8,6,10,4,7.5
Sveti Vlas-New Beach-East,2018-02-08 16:43:22.977,"The beach is located next to the yacht harbor in Sveti Vlas. The beach is clean and well maintained. Pretty fine sand. The beach is not very large, and the seawater is clean, quiet and peaceful. There are plenty of umbrellas and sun loungers.",5,8.5,9,4.1,2.6,9,2.1,7.7,8,2,0,1.6,2,9.1,0,10
Sveti Vlas East Beach,2018-02-08 17:14:41.493,"Rocky beach, golden sand and clean sea water.",4.7,8.1,7.5,3.1,5,9,2.5,7.5,2.1,2.1,0,1.5,2.6,9.1,0,10
La Cinta Beach,2018-02-08 17:18:20.273,Lovely beach. Overcrowded with people in July and August.,5.6,9,6,5,0.1,9,6.3,7.9,9.5,1,0,1,6.5,7.5,5,9.5
